id,name,aliases,ranked_default_status,source_status,champions_confirmed,available_formats,strict_M_B_status,current_format_status,types,hp,atk,def,spa,spd,spe,abilities,move_count,role_hints
tyranitar,Tyranitar,Tyranitar; tyranitar,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Rock|Dark,100,134,110,95,100,61,Sand Stream; Unnerve,92,physical attacker; bulky; Protect; Rain Dance
tyrantrum,Tyrantrum,Tyrantrum; tyrantrum,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Rock|Dragon,82,121,119,69,59,71,Strong Jaw; Rock Head,64,physical attacker; bulky; Protect
umbreon,Umbreon,Umbreon; umbreon,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Dark,95,65,110,60,130,65,Synchronize; Inner Focus,67,bulky; Protect; Rain Dance; Reflect; Light Screen
vanilluxe,Vanilluxe,Vanilluxe; vanilluxe,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Ice,71,95,85,110,95,79,Ice Body; Snow Warning; Weak Armor,41,special attacker; Protect; Rain Dance; Light Screen
vaporeon,Vaporeon,Vaporeon; vaporeon,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Water,130,65,60,110,95,65,Water Absorb; Hydration,59,special attacker; bulky; Protect; Rain Dance
venusaur,Venusaur,Venusaur; venusaur,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Grass|Poison,80,82,83,100,100,80,Overgrow; Chlorophyll,57,bulky; Protect; Light Screen
victreebel,Victreebel,Victreebel; victreebel,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Grass|Poison,80,105,65,100,70,70,Chlorophyll; Gluttony,58,Protect; Reflect
vileplume,Vileplume,Vileplume; vileplume,ranked_allowed_champions_confirmed,confirmed,True,M-B,confirmed,M-A:needs_check; M-B:confirmed,Grass|Poison,75,80,85,110,90,50,Chlorophyll; Effect Spore,54,slow/bulky; special attacker; Protect
vivillon,Vivillon,Vivillon; vivillon,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Bug|Flying,80,52,50,90,50,89,Shield Dust; Friend Guard,43,Protect; Tailwind; Rain Dance; Light Screen
volcarona,Volcarona,Volcarona; volcarona,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Bug|Fire,85,60,65,135,105,100,Flame Body; Swarm,57,special attacker; bulky; Protect; Tailwind; Rain Dance; Light Screen
rotomwash,Wash Rotom,Wash Rotom; rotomwash; washrotom,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Electric|Water,50,65,107,105,107,86,Levitate,66,bulky; Protect; Rain Dance; Reflect; Light Screen
watchog,Watchog,Watchog; watchog,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Normal,60,85,69,60,69,77,Illuminate; Keen Eye; Analytic,52,Protect; Rain Dance; Light Screen
weavile,Weavile,Weavile; weavile,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Dark|Ice,70,120,65,45,85,125,Pressure; Pickpocket,72,fast; physical attacker; Protect; Fake Out; Rain Dance; Reflect
whimsicott,Whimsicott,Whimsicott; whimsicott,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Grass|Fairy,60,67,85,77,75,116,Prankster; Infiltrator; Chlorophyll,50,fast; Protect; Tailwind; Trick Room; Light Screen
wyrdeer,Wyrdeer,Wyrdeer; wyrdeer,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Normal|Psychic,103,105,72,105,75,65,Intimidate; Frisk; Sap Sipper,61,bulky; Protect; Trick Room; Rain Dance; Reflect; Light Screen
zoroark,Zoroark,Zoroark; zoroark,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Dark,60,105,60,120,60,105,Illusion,80,special attacker; Protect; Rain Dance
