entity_type,id,name,type,category,power,accuracy,pp,description,source_status,extra
ability,propellertail,Propeller Tail,,,,,,Ignores the effects of opposing Pokémon's Abilities and moves that draw in moves.,confirmed,is_mega_ability=False
ability,protean,Protean,,,,,,"Before the Pokémon uses a move, it becomes a pure Pokémon of that type. This only works once per switch in.",confirmed,is_mega_ability=True
ability,protosynthesis,Protosynthesis,,,,,,Boosts the Pokémon's most proficient stat in harsh sunlight or if the Pokémon is holding Booster Energy.,confirmed,is_mega_ability=False
ability,psychicsurge,Psychic Surge,,,,,,Turns the ground into Psychic Terrain when the Pokémon enters a battle.,confirmed,is_mega_ability=False
ability,punkrock,Punk Rock,,,,,,Boosts the power of sound-based moves. The Pokémon also takes half the damage from these kinds of moves.,confirmed,is_mega_ability=False
ability,purepower,Pure Power,,,,,,"Using its pure power, the Pokémon doubles its Attack stat.",confirmed,is_mega_ability=True
ability,purifyingsalt,Purifying Salt,,,,,,The Pokémon's pure salt protects it from status conditions and halves the damage taken from Ghost-type moves.,confirmed,is_mega_ability=False
ability,quarkdrive,Quark Drive,,,,,,Boosts the Pokémon's most proficient stat on Electric Terrain or if the Pokémon is holding Booster Energy.,confirmed,is_mega_ability=False
ability,queenlymajesty,Queenly Majesty,,,,,,Opponents are unable to use priority moves against the Pokémon or its allies.,confirmed,is_mega_ability=False
ability,quickdraw,Quick Draw,,,,,,Enables the Pokémon to move first occasionally.,confirmed,is_mega_ability=False
ability,quickfeet,Quick Feet,,,,,,Boosts the Speed stat if the Pokémon has a status condition.,confirmed,is_mega_ability=False
ability,rkssystem,RKS System,,,,,,Changes the Pokémon’s type to match the memory disc it holds.,confirmed,is_mega_ability=False
ability,raindish,Rain Dish,,,,,,The Pokémon gradually regains HP in rain.,confirmed,is_mega_ability=False
ability,rattled,Rattled,,,,,,"The Pokémon gets scared when hit by a Dark-, Ghost-, or Bug-type attack or if intimidated, which boosts its Speed stat.",confirmed,is_mega_ability=False
ability,receiver,Receiver,,,,,,The Pokémon copies the Ability of a defeated ally.,confirmed,is_mega_ability=False
ability,reckless,Reckless,,,,,,Powers up moves that have recoil damage.,confirmed,is_mega_ability=False
ability,refrigerate,Refrigerate,,,,,,Normal-type moves become Ice-type moves. The power of those moves is boosted a little.,confirmed,is_mega_ability=True
ability,regenerator,Regenerator,,,,,,The Pokémon has a little of its HP restored when withdrawn from battle.,confirmed,is_mega_ability=True
ability,ripen,Ripen,,,,,,Ripens Berries and doubles their effect.,confirmed,is_mega_ability=False
ability,rivalry,Rivalry,,,,,,"The Pokémon's competitive spirit makes it deal more damage to Pokémon of the same gender, but less damage to Pokémon of the opposite gender.",confirmed,is_mega_ability=False
ability,rockhead,Rock Head,,,,,,Protects the Pokémon from recoil damage.,confirmed,is_mega_ability=False
ability,rockypayload,Rocky Payload,,,,,,Powers up Rock-type moves.,confirmed,is_mega_ability=False
ability,roughskin,Rough Skin,,,,,,The Pokémon's rough skin damages attackers that make direct contact with it.,confirmed,is_mega_ability=False
ability,runaway,Run Away,,,,,,Enables a sure getaway from wild Pokémon.,confirmed,is_mega_ability=False
ability,sandforce,Sand Force,,,,,,"Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.",confirmed,is_mega_ability=True
ability,sandrush,Sand Rush,,,,,,Boosts the Pokémon's Speed stat in a sandstorm.,confirmed,is_mega_ability=False
ability,sandspit,Sand Spit,,,,,,The Pokémon creates a sandstorm when it's hit by an attack.,confirmed,is_mega_ability=False
ability,sandstream,Sand Stream,,,,,,The Pokémon summons a sandstorm when it enters a battle.,confirmed,is_mega_ability=True
ability,sandveil,Sand Veil,,,,,,Boosts the Pokémon's evasiveness in a sandstorm.,confirmed,is_mega_ability=False
ability,sapsipper,Sap Sipper,,,,,,"The Pokémon takes no damage when hit by Grass-type moves. Instead, its Attack stat is boosted.",confirmed,is_mega_ability=False
ability,schooling,Schooling,,,,,,"When it has a lot of HP, the Pokémon forms a powerful school. It stops schooling when its HP is low.",confirmed,is_mega_ability=False
ability,scrappy,Scrappy,,,,,,The Pokémon can hit Ghost-type Pokémon with Normal- and Fighting-type moves. It is also unaffected by Intimidate.,confirmed,is_mega_ability=True
ability,screencleaner,Screen Cleaner,,,,,,"When the Pokémon enters a battle, the effects of Light Screen, Reflect, and Aurora Veil are nullified for both opposing and ally Pokémon.",confirmed,is_mega_ability=False
ability,seedsower,Seed Sower,,,,,,Turns the ground into Grassy Terrain when the Pokémon is hit by an attack.,confirmed,is_mega_ability=False
ability,serenegrace,Serene Grace,,,,,,Raises the likelihood of additional effects occurring when the Pokémon uses its moves.,confirmed,is_mega_ability=False
ability,shadowshield,Shadow Shield,,,,,,Reduces the amount of damage the Pokémon takes while its HP is full.,confirmed,is_mega_ability=False
ability,shadowtag,Shadow Tag,,,,,,The Pokémon steps on the opposing Pokémon's shadows to prevent them from fleeing or switching out.,confirmed,is_mega_ability=True
ability,sharpness,Sharpness,,,,,,Powers up slicing moves.,confirmed,is_mega_ability=False
ability,shedskin,Shed Skin,,,,,,The Pokémon may cure its own status conditions by shedding its skin.,confirmed,is_mega_ability=False
ability,sheerforce,Sheer Force,,,,,,"Removes any additional effects from the Pokémon's moves, but increases the moves' power.",confirmed,is_mega_ability=True
ability,shellarmor,Shell Armor,,,,,,A hard shell protects the Pokémon from critical hits.,confirmed,is_mega_ability=True
ability,shielddust,Shield Dust,,,,,,Protective dust shields the Pokémon from the additional effects of moves.,confirmed,is_mega_ability=False
ability,shieldsdown,Shields Down,,,,,,"When its HP drops to half or less, the Pokémon's shell breaks and it becomes aggressive.",confirmed,is_mega_ability=False
ability,simple,Simple,,,,,,Doubles the effects of the Pokémon's stat changes.,confirmed,is_mega_ability=False
ability,skilllink,Skill Link,,,,,,Maximizes the number of times multistrike moves hit.,confirmed,is_mega_ability=True
ability,slowstart,Slow Start,,,,,,"For five turns, the Pokémon's Attack and Speed stats are halved.",confirmed,is_mega_ability=False
ability,slushrush,Slush Rush,,,,,,Boosts the Pokémon's Speed stat in snow.,confirmed,is_mega_ability=False
ability,sniper,Sniper,,,,,,"If the Pokémon's attack lands a critical hit, the attack is powered up even further.",confirmed,is_mega_ability=False
ability,snowcloak,Snow Cloak,,,,,,Boosts the Pokémon's evasiveness in snow.,confirmed,is_mega_ability=False
ability,snowwarning,Snow Warning,,,,,,"Snowstorm blows when the Pokémon enters battle. As of X & Y, this lasts 5 turns.",confirmed,is_mega_ability=True
ability,solarpower,Solar Power,,,,,,"In harsh sunlight, the Pokémon's Sp. Atk stat is boosted, but its HP decreases every turn.",confirmed,is_mega_ability=True
ability,solidrock,Solid Rock,,,,,,Reduces the power of supereffective attacks that hit the Pokémon.,confirmed,is_mega_ability=False
ability,soulheart,Soul-Heart,,,,,,Boosts the Pokémon's Sp. Atk stat every time another Pokémon faints.,confirmed,is_mega_ability=False
ability,soundproof,Soundproof,,,,,,Soundproofing gives the Pokémon full immunity to all sound-based moves.,confirmed,is_mega_ability=False
ability,speedboost,Speed Boost,,,,,,The Pokémon's Speed stat is boosted every turn.,confirmed,is_mega_ability=False
ability,spicyspray,Spicy Spray,,,,,,"When the Pokémon takes damage from a move, it burns the attacker.",confirmed,is_mega_ability=True
ability,stakeout,Stakeout,,,,,,Doubles the damage dealt to a target that has just switched into battle.,confirmed,is_mega_ability=False
ability,stall,Stall,,,,,,The Pokémon is always the last to use its moves.,confirmed,is_mega_ability=False
ability,stalwart,Stalwart,,,,,,Ignores the effects of opposing Pokémon's Abilities and moves that draw in moves.,confirmed,is_mega_ability=True
ability,stamina,Stamina,,,,,,Boosts the Defense stat when the Pokémon is hit by an attack.,confirmed,is_mega_ability=False
ability,stancechange,Stance Change,,,,,,The Pokémon changes its form to Blade Forme when it uses an attack move and changes to Shield Forme when it uses King’s Shield.,confirmed,is_mega_ability=False
ability,static,Static,,,,,,The Pokémon is charged with static electricity and may paralyze attackers that make direct contact with it.,confirmed,is_mega_ability=False
ability,steadfast,Steadfast,,,,,,The Pokémon's determination boosts its Speed stat every time it flinches.,confirmed,is_mega_ability=False
ability,steamengine,Steam Engine,,,,,,Boosts the Speed stat drastically when the Pokémon is hit by a Fire- or Water-type move.,confirmed,is_mega_ability=False
ability,steelworker,Steelworker,,,,,,Powers up Steel-type moves.,confirmed,is_mega_ability=False
ability,steelyspirit,Steely Spirit,,,,,,Powers up the Steel-type moves of the Pokémon and its allies.,confirmed,is_mega_ability=False
ability,stench,Stench,,,,,,"By releasing a stench when attacking, the Pokémon may cause the target to flinch.",confirmed,is_mega_ability=False
ability,stickyhold,Sticky Hold,,,,,,The Pokémon's held items cling to its sticky body and cannot be removed by other Pokémon.,confirmed,is_mega_ability=False
ability,stormdrain,Storm Drain,,,,,,"The Pokémon draws in all Water-type moves. Instead of taking damage from them, its Sp. Atk stat is boosted.",confirmed,is_mega_ability=False
ability,strongjaw,Strong Jaw,,,,,,The Pokémon's strong jaw boosts the power of its biting moves.,confirmed,is_mega_ability=True
ability,sturdy,Sturdy,,,,,,The Pokémon cannot be knocked out by a single hit as long as its HP is full. One-hit KO moves will also fail to knock it out.,confirmed,is_mega_ability=False
ability,suctioncups,Suction Cups,,,,,,The Pokémon uses suction cups to stay in one spot. This protects it from moves and items that would force it to switch out.,confirmed,is_mega_ability=False
ability,superluck,Super Luck,,,,,,The Pokémon is so lucky that the critical-hit ratios of its moves are boosted.,confirmed,is_mega_ability=False
ability,supersweetsyrup,Supersweet Syrup,,,,,,Lowers the evasion of opposing Pokémon by 1 stage when first sent into battle,confirmed,is_mega_ability=False
ability,supremeoverlord,Supreme Overlord,,,,,,"When the Pokémon enters a battle, its Attack and Sp. Atk stats are slightly boosted for each of the allies in its party that have already been defeated.",confirmed,is_mega_ability=False
ability,surgesurfer,Surge Surfer,,,,,,Doubles the Pokémon's Speed stat on Electric Terrain.,confirmed,is_mega_ability=False
ability,swarm,Swarm,,,,,,Powers up Bug-type moves when the Pokémon's HP is low.,confirmed,is_mega_ability=False
ability,sweetveil,Sweet Veil,,,,,,Prevents the Pokémon and its allies from falling asleep.,confirmed,is_mega_ability=False
ability,swiftswim,Swift Swim,,,,,,Boosts the Pokémon's Speed stat in rain.,confirmed,is_mega_ability=False
ability,swordofruin,Sword of Ruin,,,,,,The power of the Pokémon's ruinous sword lowers the Defense stats of all Pokémon except itself.,confirmed,is_mega_ability=False
ability,symbiosis,Symbiosis,,,,,,The Pokémon passes its held item to an ally that has used up an item.,confirmed,is_mega_ability=False
ability,synchronize,Synchronize,,,,,,"If the Pokémon is burned, paralyzed, or poisoned by another Pokémon, that Pokémon will be inflicted with the same status condition.",confirmed,is_mega_ability=False
ability,tabletsofruin,Tablets of Ruin,,,,,,The power of the Pokémon's ruinous wooden tablets lowers the Attack stats of all Pokémon except itself.,confirmed,is_mega_ability=False
ability,tangledfeet,Tangled Feet,,,,,,Boosts the Pokémon's evasiveness if it is confused.,confirmed,is_mega_ability=False
ability,tanglinghair,Tangling Hair,,,,,,Contact with the Pokémon lowers the attacker's Speed stat.,confirmed,is_mega_ability=False
ability,technician,Technician,,,,,,Powers up weak moves so the Pokémon can deal more damage with them.,confirmed,is_mega_ability=True
ability,telepathy,Telepathy,,,,,,The Pokémon anticipates and dodges the attacks of its allies.,confirmed,is_mega_ability=False
ability,terashell,Tera Shell,,,,,,The Pokémon's shell contains the powers of each type. All damage-dealing moves that hit the Pokémon when its HP is full will not be very effective.,confirmed,is_mega_ability=False
ability,terashift,Tera Shift,,,,,,"When the Pokémon enters a battle, it absorbs the energy around itself and transforms into its Terastal Form.",confirmed,is_mega_ability=False
ability,teraformzero,Teraform Zero,,,,,,"When Terapagos changes into its Stellar Form, it uses its hidden powers to eliminate all effects of weather and terrain, reducing them to zero.",confirmed,is_mega_ability=False
ability,teravolt,Teravolt,,,,,,The Pokémon's moves are unimpeded by the Ability of the target.,confirmed,is_mega_ability=False
ability,thermalexchange,Thermal Exchange,,,,,,Boosts the Attack stat when the Pokémon is hit by a Fire-type move. The Pokémon also cannot be burned.,confirmed,is_mega_ability=False
ability,thickfat,Thick Fat,,,,,,"The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves.",confirmed,is_mega_ability=True
ability,tintedlens,Tinted Lens,,,,,,The Pokémon can use “not very effective” moves to deal regular damage.,confirmed,is_mega_ability=False
ability,torrent,Torrent,,,,,,Powers up Water-type moves when the Pokémon's HP is low.,confirmed,is_mega_ability=False
ability,toughclaws,Tough Claws,,,,,,Powers up moves that make direct contact.,confirmed,is_mega_ability=True
ability,toxicboost,Toxic Boost,,,,,,Powers up physical moves when the Pokémon is poisoned.,confirmed,is_mega_ability=False
ability,toxicchain,Toxic Chain,,,,,,The power of the Pokémon's toxic chain may badly poison any target the Pokémon hits with a move,confirmed,is_mega_ability=False
ability,toxicdebris,Toxic Debris,,,,,,Scatters poison spikes at the feet of the opposing team when the Pokémon takes damage from physical moves.,confirmed,is_mega_ability=False
ability,trace,Trace,,,,,,"Ability becomes the same as that of the opponent. Switching this Pokémon out of battle restores its original ability. In a Double Battle, a random opponent’s ability will be copied.",confirmed,is_mega_ability=True
ability,transistor,Transistor,,,,,,Powers up Electric-type moves.,confirmed,is_mega_ability=False
ability,triage,Triage,,,,,,Gives priority to the Pokémon's healing moves.,confirmed,is_mega_ability=False
ability,truant,Truant,,,,,,"Each time the Pokémon uses a move, it spends the next turn loafing around.",confirmed,is_mega_ability=False
ability,turboblaze,Turboblaze,,,,,,The Pokémon's moves are unimpeded by the Ability of the target.,confirmed,is_mega_ability=False
ability,unaware,Unaware,,,,,,"When attacking, the Pokémon ignores the target's stat changes.",confirmed,is_mega_ability=False
ability,unburden,Unburden,,,,,,Boosts the Speed stat if the Pokémon's held item is used or lost.,confirmed,is_mega_ability=False
ability,unnerve,Unnerve,,,,,,Unnerves opposing Pokémon and makes them unable to eat Berries.,confirmed,is_mega_ability=False
ability,unseenfist,Unseen Fist,,,,,,"The Pokémon can deal damage with moves that make physical contact, even if the target is protected.",confirmed,is_mega_ability=True
ability,vesselofruin,Vessel of Ruin,,,,,,The power of the Pokémon's ruinous vessel lowers the Sp. Atk stats of all Pokémon except itself.,confirmed,is_mega_ability=False
ability,victorystar,Victory Star,,,,,,Boosts the accuracy of its allies and itself.,confirmed,is_mega_ability=False
ability,vitalspirit,Vital Spirit,,,,,,"The Pokémon is full of vitality, and that prevents it from falling asleep.",confirmed,is_mega_ability=False
ability,voltabsorb,Volt Absorb,,,,,,"If hit by an Electric-type move, the Pokémon has its HP restored instead of taking damage.",confirmed,is_mega_ability=False
ability,wanderingspirit,Wandering Spirit,,,,,,The Pokémon exchanges Abilities with a Pokémon that hits it with a move that makes direct contact.,confirmed,is_mega_ability=False
ability,waterabsorb,Water Absorb,,,,,,"If hit by a Water-type move, the Pokémon has its HP restored instead of taking damage.",confirmed,is_mega_ability=False
ability,waterbubble,Water Bubble,,,,,,Lowers the power of Fire-type moves that hit the Pokémon and prevents it from being burned.,confirmed,is_mega_ability=False
ability,watercompaction,Water Compaction,,,,,,Boosts the Defense stat sharply when the Pokémon is hit by a Water-type move.,confirmed,is_mega_ability=False
ability,waterveil,Water Veil,,,,,,The Pokémon's water veil prevents it from being burned.,confirmed,is_mega_ability=False
ability,weakarmor,Weak Armor,,,,,,"The Pokémon's Defense stat is lowered when it takes damage from physical moves, but its Speed stat is sharply boosted.",confirmed,is_mega_ability=False
ability,wellbakedbody,Well-Baked Body,,,,,,"The Pokémon takes no damage when hit by Fire-type moves. Instead, its Defense stat is sharply boosted.",confirmed,is_mega_ability=False
ability,whitesmoke,White Smoke,,,,,,"The Pokémon is protected by its white smoke, which prevents other Pokémon from lowering its stats.",confirmed,is_mega_ability=False
ability,wimpout,Wimp Out,,,,,,The Pokémon cowardly switches out when its HP becomes half or less.,confirmed,is_mega_ability=False
ability,windpower,Wind Power,,,,,,"The Pokémon becomes charged when it is hit by a wind move, boosting the power of the next Electric-type move the Pokémon uses.",confirmed,is_mega_ability=False
ability,windrider,Wind Rider,,,,,,Boosts the Pokémon's Attack stat if Tailwind takes effect or if the Pokémon is hit by a wind move. The Pokémon also takes no damage from wind moves.,confirmed,is_mega_ability=False
ability,wonderguard,Wonder Guard,,,,,,Its mysterious power only lets supereffective moves hit the Pokémon.,confirmed,is_mega_ability=False
ability,wonderskin,Wonder Skin,,,,,,Makes status moves more likely to miss the Pokémon.,confirmed,is_mega_ability=False
ability,zenmode,Zen Mode,,,,,,Changes the Pokémon’s shape when HP is half or less.,confirmed,is_mega_ability=False
ability,zerotohero,Zero to Hero,,,,,,The Pokémon transforms into its Hero Form when it switches out.,confirmed,is_mega_ability=False
item,abomasite,Abomasite,,,,,,One of a variety of mysterious Mega Stones. An Abomasnow holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=shop-2000-vp
item,absolite,Absolite,,,,,,One of a variety of mysterious Mega Stones. An Absol holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=shop-2000-vp
item,aerodactylite,Aerodactylite,,,,,,One of a variety of mysterious Mega Stones. An Aerodactyl holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=shop-2000-vp
item,aggronite,Aggronite,,,,,,One of a variety of mysterious Mega Stones. An Aggron holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=shop-2000-vp
item,alakazite,Alakazite,,,,,,One of a variety of mysterious Mega Stones. An Alakazam holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=shop-2000-vp
item,altarianite,Altarianite,,,,,,One of a variety of mysterious Mega Stones. An Altaria holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=shop-2000-vp
item,ampharosite,Ampharosite,,,,,,One of a variety of mysterious Mega Stones. An Ampharos holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=shop-2000-vp
item,aspearberry,Aspear Berry,,,,,,"A Berry to be consumed by Pokémon. If a Pokémon holds one, it can recover from being frozen on its own in battle.",confirmed,category=berry; unlock=shop-400-vp
item,audinite,Audinite,,,,,,One of a variety of mysterious Mega Stones. An Audino holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=shop-2000-vp
item,babiriberry,Babiri Berry,,,,,,"If held by a Pokémon, this Berry will lessen the damage taken from one supereffective Steel-type attack.",confirmed,category=berry; unlock=shop-400-vp
item,banettite,Banettite,,,,,,One of a variety of mysterious Mega Stones. A Banette holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=shop-2000-vp
item,barbaracite,Barbaracite,,,,,,One of a variety of mysterious Mega Stones. A Barbaracle holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=deposit-legends-za
item,beedrillite,Beedrillite,,,,,,One of a variety of mysterious Mega Stones. A Beedrill holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=shop-2000-vp
item,bigroot,Big Root,,,,,,An item to be held by a Pokémon. This root boosts the amount of HP the holder restores to itself when it uses HP-stealing moves.,confirmed,category=held-item; unlock=shop-700-vp
item,blackbelt,Black Belt,,,,,,An item to be held by a Pokémon. This belt helps the wearer to focus and boosts the power of Fighting-type moves.,confirmed,category=held-item; unlock=shop-700-vp
item,blackglasses,Black Glasses,,,,,,An item to be held by a Pokémon. It’s a pair of shady-looking glasses that boost the power of Dark-type moves.,confirmed,category=held-item; unlock=shop-700-vp
item,blastoisinite,Blastoisinite,,,,,,One of a variety of mysterious Mega Stones. A Blastoise holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=shop-2000-vp
item,blazikenite,Blazikenite,,,,,,One of a variety of mysterious Mega Stones. A Blaziken holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=shop-2000-vp
item,brightpowder,Bright Powder,,,,,,An item to be held by a Pokémon. It casts a tricky glare that lowers the opposing Pokémon’s accuracy.,confirmed,category=held-item; unlock=beginning
item,cameruptite,Cameruptite,,,,,,One of a variety of mysterious Mega Stones. A Camerupt holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=shop-2000-vp
item,chandelurite,Chandelurite,,,,,,One of a variety of mysterious Mega Stones. A Chandelure holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=shop-2000-vp
item,charcoal,Charcoal,,,,,,An item to be held by a Pokémon. It’s a combustible fuel that boosts the power of Fire-type moves.,confirmed,category=held-item; unlock=shop-700-vp
item,charizarditex,Charizardite X,,,,,,One of a variety of mysterious Mega Stones. A Charizard holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=shop-2000-vp
item,charizarditey,Charizardite Y,,,,,,One of a variety of mysterious Mega Stones. A Charizard holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=shop-2000-vp
item,chartiberry,Charti Berry,,,,,,"If held by a Pokémon, this Berry will lessen the damage taken from one supereffective Rock-type attack.",confirmed,category=berry; unlock=shop-400-vp
item,cheriberry,Cheri Berry,,,,,,"A Berry to be consumed by Pokémon. If a Pokémon holds one, it can recover from paralysis on its own in battle.",confirmed,category=berry; unlock=shop-400-vp
item,chesnaughtite,Chesnaughtite,,,,,,One of a variety of mysterious Mega Stones. A Chesnaught holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=deposit-legends-za
item,chestoberry,Chesto Berry,,,,,,"A Berry to be consumed by Pokémon. If a Pokémon holds one, it can recover from sleep on its own in battle.",confirmed,category=berry; unlock=shop-400-vp
item,chilanberry,Chilan Berry,,,,,,"If held by a Pokémon, this Berry will lessen the damage taken from one Normal-type attack.",confirmed,category=berry; unlock=shop-400-vp
item,chimechite,Chimechite,,,,,,One of a variety of mysterious Mega Stones. A Chimecho holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=shop-2000-vp
item,choicescarf,Choice Scarf,,,,,,An item to be held by a Pokémon. This curious scarf boosts Speed but only allows the use of one move.,confirmed,category=held-item; unlock=beginning
item,chopleberry,Chople Berry,,,,,,"If held by a Pokémon, this Berry will lessen the damage taken from one supereffective Fighting-type attack.",confirmed,category=berry; unlock=shop-400-vp
item,clefablite,Clefablite,,,,,,One of a variety of mysterious Mega Stones. A Clefable holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=shop-2000-vp
item,cobaberry,Coba Berry,,,,,,"If held by a Pokémon, this Berry will lessen the damage taken from one supereffective Flying-type attack.",confirmed,category=berry; unlock=shop-400-vp
item,colburberry,Colbur Berry,,,,,,"If held by a Pokémon, this Berry will lessen the damage taken from one supereffective Dark-type attack.",confirmed,category=berry; unlock=shop-400-vp
item,crabominite,Crabominite,,,,,,One of a variety of mysterious Mega Stones. A Crabominable holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=shop-2000-vp
item,damprock,Damp Rock,,,,,,"An item to be held by a Pokémon. When the holder changes the weather to rain, the rain will persist for longer than usual.",confirmed,category=held-item; unlock=shop-700-vp
item,delphoxite,Delphoxite,,,,,,One of a variety of mysterious Mega Stones. A Delphox holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=deposit-legends-za
item,dragalgite,Dragalgite,,,,,,One of a variety of mysterious Mega Stones. A Dragalge holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=deposit-legends-za
item,dragonfang,Dragon Fang,,,,,,An item to be held by a Pokémon. This hard and sharp fang boosts the power of Dragon-type moves.,confirmed,category=held-item; unlock=shop-700-vp
item,dragoninite,Dragoninite,,,,,,One of a variety of mysterious Mega Stones. A Dragonite holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=shop-2000-vp
item,drampanite,Drampanite,,,,,,One of a variety of mysterious Mega Stones. A Drampa holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=shop-2000-vp
item,eelektrossite,Eelektrossite,,,,,,One of a variety of mysterious Mega Stones. An Eelektross holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=shop-2000-vp
item,emboarite,Emboarite,,,,,,One of a variety of mysterious Mega Stones. An Emboar holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=shop-2000-vp
item,excadrite,Excadrite,,,,,,One of a variety of mysterious Mega Stones. An Excadrill holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=shop-2000-vp
item,expertbelt,Expert Belt,,,,,,An item to be held by a Pokémon. It's a well-worn belt that slightly boosts the power of the holder's supereffective moves.,confirmed,category=held-item; unlock=shop-1000-vp
item,fairyfeather,Fairy Feather,,,,,,Holder's Fairy-type attacks have 1.2x power.,confirmed,category=held-item; unlock=shop-700-vp
item,falinksite,Falinksite,,,,,,One of a variety of mysterious Mega Stones. A Falinks holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=deposit-legends-za
item,feraligite,Feraligite,,,,,,One of a variety of mysterious Mega Stones. A Feraligatr holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=shop-2000-vp
item,floettite,Floettite,,,,,,One of a variety of mysterious Mega Stones. A special Floette holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=deposit-legends-za
item,focusband,Focus Band,,,,,,"An item to be held by a Pokémon. The holder may endure a potential KO attack, leaving it with just 1 HP.",confirmed,category=held-item; unlock=beginning
item,focussash,Focus Sash,,,,,,"An item to be held by a Pokémon. If the holder has full HP, it will endure a potential KO attack with 1 HP. The item then disappears.",confirmed,category=held-item; unlock=beginning
item,froslassite,Froslassite,,,,,,One of a variety of mysterious Mega Stones. A Froslass holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=shop-2000-vp
item,galladite,Galladite,,,,,,One of a variety of mysterious Mega Stones. A Gallade holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=shop-2000-vp
item,garchompite,Garchompite,,,,,,One of a variety of mysterious Mega Stones. A Garchomp holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=shop-2000-vp
item,gardevoirite,Gardevoirite,,,,,,One of a variety of mysterious Mega Stones. A Gardevoir holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=shop-2000-vp
item,gengarite,Gengarite,,,,,,One of a variety of mysterious Mega Stones. A Gengar holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=shop-2000-vp
item,glalitite,Glalitite,,,,,,One of a variety of mysterious Mega Stones. A Glalie holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=shop-2000-vp
item,glimmoranite,Glimmoranite,,,,,,One of a variety of mysterious Mega Stones. A Glimmora holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=shop-2000-vp
item,golurkite,Golurkite,,,,,,One of a variety of mysterious Mega Stones. A Golurk holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=shop-2000-vp
item,greninjite,Greninjite,,,,,,One of a variety of mysterious Mega Stones. A Greninja holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=deposit-legends-za
item,gyaradosite,Gyaradosite,,,,,,One of a variety of mysterious Mega Stones. A Gyarados holding this stone will be able to Mega Evolve during battle.,confirmed,category=mega-evolution; unlock=shop-2000-vp
item,habanberry,Haban Berry,,,,,,"If held by a Pokémon, this Berry will lessen the damage taken from one supereffective Dragon-type attack.",confirmed,category=berry; unlock=shop-400-vp
item,hardstone,Hard Stone,,,,,,An item to be held by a Pokémon. It’s a durable stone that boosts the power of Rock-type moves.,confirmed,category=held-item; unlock=shop-700-vp
